time,VHMO,VTPK,VPED_cos,VPED_sin,WSPD_41m,WDIR_42m_cos,WDIR_42m_sin
03-Dec-2017 21:00:00,2.58,7.69,0.8703556959399,-0.492423560103467,9.12,0.662097017050553,-0.749418134296709
03-Dec-2017 21:30:00,2.7,7.69,0.817144898335129,-0.576432316169793,11.14,0.736097087119734,-0.676875969682661
03-Dec-2017 22:00:00,2.62,9.09,0.893371388327838,-0.449318998615896,13.54,0.720066850328014,-0.693904698830246
03-Dec-2017 22:30:00,2.61,8.33,0.858064905723645,-0.51354125205817,11.32,0.700286569055951,-0.713861836211914
03-Dec-2017 23:00:00,2.61,8.33,0.893371388327838,-0.449318998615896,11.8,0.710922228581325,-0.703270634186415
03-Dec-2017 23:30:00,2.66,8.33,0.845261833221856,-0.534352349389827,12.51,0.683273773680799,-0.730162276620752
04-Dec-2017 00:00:00,2.77,7.69,0.845261833221856,-0.534352349389827,10.73,0.656585755752957,-0.754251380736104
04-Dec-2017 00:30:00,2.74,7.69,0.845261833221856,-0.534352349389827,11.61,0.729565729819102,-0.683910700218618
04-Dec-2017 01:00:00,2.77,7.69,0.817144898335129,-0.576432316169793,12.67,0.731115594729864,-0.682253609109396
04-Dec-2017 01:30:00,2.69,8.33,0.858064905723645,-0.51354125205817,11.99,0.766717148575925,-0.641985057520502
04-Dec-2017 02:00:00,2.5,8.33,0.772733573497351,-0.634730513202267,10.56,0.826098294495764,-0.563526048937572
04-Dec-2017 02:30:00,2.62,9.09,0.8703556959399,-0.492423560103467,11.97,0.801775644243754,-0.597625146975521
04-Dec-2017 03:00:00,2.51,7.69,0.817144898335129,-0.576432316169793,9.74,0.855996511018897,-0.516981598437967
04-Dec-2017 03:30:00,2.41,9.09,0.831954122130483,-0.554844427447999,12.0,0.752989437315788,-0.658032603516614
04-Dec-2017 04:00:00,2.63,7.69,0.831954122130483,-0.554844427447999,9.86,0.693024453563198,-0.720914077240437
